city_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
470,Campina Verde,BR,-19.54,-49.49,82.35,27,0,5.68,clear sky
471,Lahij,YE,13.17,44.58,78.17,73,40,4.05,scattered clouds
472,Surab,PK,28.49,66.26,66.79,30,0,11.97,clear sky
473,Talavera,PH,15.62,120.93,87.8,74,75,2.24,broken clouds
474,Katobu,ID,-4.94,122.53,92.46,47,26,4.5,scattered clouds
475,Vostok,RU,46.49,135.88,56.03,53,100,1.34,overcast clouds
476,La Rioja,ES,42.25,-2.5,55.99,87,63,6.17,broken clouds
477,Moranbah,AU,-22.0,148.05,86.65,27,0,7.63,clear sky
478,Ahuimanu,US,21.44,-157.84,84.2,61,20,6.93,few clouds
479,San Quintin,MX,30.48,-115.95,80.28,38,0,5.7,clear sky
480,Civita Castellana,IT,42.3,12.41,54.0,91,5,1.16,clear sky
481,Safford,US,32.83,-109.71,80.6,13,1,3.36,clear sky
482,Chifeng,CN,42.27,118.96,64.29,31,0,16.31,clear sky
483,Aksu,CN,41.12,80.26,62.65,27,99,7.67,overcast clouds
484,Stutterheim,ZA,-32.57,27.42,48.34,89,100,7.27,overcast clouds
485,Maunabo,PR,18.01,-65.9,77.0,91,56,15.01,moderate rain
486,Ust-Nera,RU,64.57,143.2,36.7,66,40,3.89,scattered clouds
487,Omboue,GA,-1.57,9.26,75.38,77,100,4.7,overcast clouds
488,Mahon,ES,39.89,4.27,68.0,77,11,6.93,few clouds
489,Wanning,CN,18.8,110.4,86.5,69,84,4.74,broken clouds
490,Invermere,CA,50.52,-116.04,53.01,67,2,1.41,clear sky
491,Goundam,ML,16.41,-3.67,89.82,36,21,13.31,few clouds
492,Santa Cruz,BO,-17.8,-63.17,80.6,69,0,12.75,clear sky
493,Fairbanks,US,64.84,-147.72,57.2,41,1,10.29,clear sky
494,Clyde River,CA,70.47,-68.59,28.4,100,90,16.11,light snow
495,Arman,RU,59.7,150.17,52.74,57,0,2.51,clear sky
496,Yulara,AU,-25.24,130.99,89.6,15,0,11.41,clear sky
497,Winnemucca,US,40.97,-117.74,68.0,16,1,3.36,clear sky
498,Bella Vista,US,36.43,-94.23,66.2,48,1,8.05,clear sky
499,Reconquista,AR,-29.15,-59.65,76.68,66,32,6.42,scattered clouds
500,Ljungby,SE,56.83,13.94,51.8,100,7,5.82,clear sky
501,Grimshaw,CA,56.18,-117.6,44.6,56,75,8.05,broken clouds
502,Alta Floresta,BR,-9.88,-56.09,81.28,49,99,6.31,overcast clouds
503,Luderitz,NA,-26.65,15.16,53.26,69,13,10.31,few clouds
504,Ankang,CN,32.68,109.02,73.06,63,100,1.61,overcast clouds
505,Kenai,US,60.55,-151.26,57.2,58,20,12.75,few clouds
506,Baiyin,CN,36.56,104.21,51.8,57,40,2.24,scattered clouds
507,Barcelos,PT,41.54,-8.62,59.0,100,75,4.7,broken clouds
508,Ylivieska,FI,64.08,24.55,52.0,95,96,4.5,overcast clouds
509,Nevers,FR,46.92,3.33,57.2,76,90,8.05,overcast clouds
510,Carrickmacross,IE,53.97,-6.72,37.0,91,10,6.04,clear sky
511,Inuvik,CA,68.35,-133.72,35.6,93,75,10.29,broken clouds
512,Cartagena,CO,10.4,-75.51,82.4,83,40,2.24,scattered clouds
513,Conde,BR,-7.26,-34.91,75.2,88,75,5.82,broken clouds
514,Santa Ines,BR,-3.67,-45.38,74.25,87,77,4.5,broken clouds
515,Villa Maria,AR,-32.41,-63.24,57.99,57,0,4.0,clear sky
516,Amiens,FR,49.9,2.3,57.99,93,75,9.17,broken clouds
517,Puerto Leguizamo,CO,-0.19,-74.78,70.25,98,72,2.19,broken clouds
518,Kuching,MY,1.55,110.33,89.6,66,40,3.36,scattered clouds
519,Dharchula,IN,29.85,80.53,77.4,42,0,4.16,clear sky
520,Businga,CD,3.33,20.88,69.15,97,100,1.12,overcast clouds
521,Novocheboksarsk,RU,56.11,47.48,44.6,93,99,6.71,overcast clouds
522,Gondanglegi,ID,-7.75,112.01,95.27,39,0,9.15,clear sky
523,Freeport,US,40.66,-73.58,64.99,59,1,9.17,clear sky
524,Torres,BR,-29.34,-49.73,69.06,89,0,6.87,clear sky
525,Luanshya,ZM,-13.14,28.42,63.05,53,15,6.02,few clouds
526,Muros,ES,42.78,-9.06,59.0,89,82,1.01,broken clouds
527,Saint Paul,US,44.94,-93.09,50.0,71,90,14.99,overcast clouds
528,Batemans Bay,AU,-35.72,150.18,64.0,48,0,5.99,clear sky
529,North Battleford,CA,52.78,-108.28,41.0,65,20,5.82,few clouds
530,Vitim,RU,59.45,112.56,38.03,73,20,3.09,few clouds
531,Neuquen,AR,-38.95,-68.06,50.0,43,0,13.87,clear sky
532,Maragogi,BR,-9.01,-35.22,74.25,83,21,8.16,few clouds
533,Bonavista,CA,48.65,-53.11,64.99,73,39,7.0,scattered clouds
534,Funadhoo,MV,6.15,73.27,81.7,73,69,12.15,broken clouds
535,Sargatskoye,RU,55.61,73.5,49.96,79,85,3.22,overcast clouds
536,Parana,AR,-31.73,-60.52,75.99,70,49,9.06,scattered clouds
537,Pimentel,PE,-6.84,-79.93,61.36,89,17,11.88,few clouds
538,Isangel,VU,-19.55,169.27,80.6,65,75,11.41,broken clouds
539,Tura,IN,25.52,90.22,86.65,67,48,1.21,scattered clouds
540,Arlit,NE,18.74,7.39,88.97,24,1,7.52,clear sky
541,Teguldet,RU,57.31,88.17,36.0,93,97,6.33,overcast clouds
542,Ratnagiri,IN,16.98,73.3,81.16,77,40,3.69,scattered clouds
543,Mahina,PF,-17.51,-149.49,84.2,62,20,8.05,few clouds
544,Dongsheng,CN,39.82,109.98,53.98,37,43,15.41,scattered clouds
545,Cockburn Town,TC,21.46,-71.14,84.15,80,100,20.15,overcast clouds
546,Okha,RU,53.57,142.95,52.86,63,41,8.66,scattered clouds
547,Fortuna,US,40.6,-124.16,57.99,100,90,5.41,overcast clouds
548,Ulladulla,AU,-35.35,150.47,73.4,20,40,11.41,scattered clouds
549,Turbat,PK,26.0,63.04,88.9,12,0,10.74,clear sky
550,Antofagasta,CL,-23.65,-70.4,57.2,82,75,9.17,broken clouds
551,Sayanogorsk,RU,53.09,91.4,37.8,80,100,10.11,overcast clouds
552,Bilibino,RU,68.05,166.44,36.16,84,93,2.46,overcast clouds
553,Semme,FR,46.2,1.5,57.0,93,90,10.29,overcast clouds
554,Cloquet,US,46.72,-92.46,45.0,87,40,10.29,scattered clouds
555,Qandala,SO,11.47,49.87,84.15,58,7,3.85,clear sky
556,Aars,DK,56.8,9.51,55.0,96,53,11.9,broken clouds
557,Rexburg,US,43.83,-111.79,55.4,47,1,4.7,clear sky
558,Mountmellick,IE,53.11,-7.32,39.0,95,19,4.9,few clouds
559,Sardulgarh,IN,29.7,75.25,90.46,25,0,7.49,clear sky
560,Naryan-Mar,RU,67.67,53.09,45.07,93,97,8.28,overcast clouds
561,Ilo,PE,-17.64,-71.34,59.7,80,83,4.47,broken clouds
562,Springbok,ZA,-29.66,17.89,37.74,97,20,3.56,few clouds
563,Sicamous,CA,50.83,-118.99,53.01,95,31,3.36,scattered clouds
564,Petershagen,DE,52.38,8.97,53.6,93,20,7.72,fog
565,Aswan,EG,24.09,32.91,81.68,24,0,7.72,clear sky
566,Viedma,AR,-40.81,-63.0,46.26,62,1,7.27,clear sky
567,Praia,CV,14.92,-23.51,77.0,88,20,10.29,few clouds
568,Kirakira,SB,-10.45,161.92,82.2,75,100,7.63,light rain
569,Murud,IN,18.33,72.97,82.04,75,51,1.68,broken clouds
570,Kargopol,RU,61.51,38.95,44.82,96,100,4.7,overcast clouds
571,Clarksdale,US,34.2,-90.57,66.2,59,0,9.75,clear sky
572,Yanam,IN,16.73,82.22,78.8,88,90,10.29,moderate rain
573,Sosnogorsk,RU,63.6,53.88,46.33,93,78,5.39,broken clouds
574,Bangassou,CF,4.74,22.82,67.06,98,100,2.17,overcast clouds
575,Golspie,GB,57.97,-3.98,46.99,90,100,1.01,light rain
576,Finnsnes,NO,69.23,17.98,46.4,93,81,5.82,broken clouds
577,Guanhaes,BR,-18.77,-42.93,65.7,79,0,3.24,clear sky
578,Sawtell,AU,-30.38,153.1,73.4,64,40,19.46,scattered clouds
579,Maxixe,MZ,-23.86,35.35,70.84,85,45,9.57,scattered clouds
580,Paducah,US,37.08,-88.6,66.2,48,75,6.93,broken clouds
581,Diu,IN,20.71,70.98,82.08,72,1,9.22,clear sky
582,Dormidontovka,RU,47.77,134.91,57.88,61,66,3.67,broken clouds
583,Tabou,CI,4.42,-7.35,76.69,87,100,8.61,light rain
584,Margate,GB,51.38,1.39,60.01,99,100,1.99,moderate rain
585,Visby,SE,57.64,18.3,57.0,100,100,6.93,overcast clouds
586,Belmonte,BR,-15.86,-38.88,75.2,78,75,9.17,broken clouds
587,Berezovyy,RU,51.67,135.7,59.67,42,0,3.96,clear sky
588,Lukovetskiy,RU,64.3,41.92,48.2,100,75,2.24,broken clouds
589,Novikovo,RU,51.15,37.89,53.69,41,71,17.09,light rain
590,Arica,CL,-18.48,-70.3,61.0,81,95,1.01,overcast clouds
591,Tuy Hoa,VN,13.08,109.3,89.89,60,49,3.47,scattered clouds
592,Kununurra,AU,-15.77,128.73,91.4,52,67,5.82,broken clouds
593,Ormara,PK,25.21,64.64,82.76,76,0,9.73,clear sky
594,Vestmanna,FO,62.16,-7.17,42.8,87,97,3.06,overcast clouds
595,Bundaberg,AU,-24.85,152.35,78.01,47,11,14.99,few clouds
596,Borba,BR,-4.39,-59.59,74.68,88,81,2.37,broken clouds
597,Uray,RU,60.12,64.78,48.43,77,0,6.29,clear sky
598,Hirado,JP,33.36,129.55,78.8,54,40,14.99,scattered clouds
599,Tateyama,JP,34.98,139.87,71.01,93,75,4.7,broken clouds
600,Bilma,NE,18.69,12.92,82.58,22,1,4.21,clear sky
601,Shache,CN,38.42,77.24,64.81,26,100,14.05,light rain
602,Saint Marys,US,30.73,-81.55,60.8,87,1,3.33,clear sky
603,San Jeronimo,PE,-11.95,-75.28,51.22,61,82,3.36,broken clouds
604,Tromso,NO,69.65,18.96,46.4,93,97,5.82,overcast clouds
605,La Union,PE,-5.4,-80.75,63.9,79,1,8.37,clear sky
606,Lumphat,KH,13.49,106.98,88.86,70,48,1.12,scattered clouds
607,Flinders,AU,-34.58,150.86,73.99,42,0,5.99,clear sky
608,Kushmurun,KZ,52.45,64.63,48.79,58,8,5.88,clear sky
609,Malkapur,IN,20.88,76.2,81.16,72,34,7.94,scattered clouds
610,Durham,US,36.03,-78.87,60.01,87,1,4.7,clear sky
611,Lazarev,RU,52.23,141.51,51.22,64,3,4.16,clear sky
612,Coolum Beach,AU,-26.53,153.1,78.01,63,6,8.01,clear sky
613,Gimli,CA,50.63,-96.99,43.0,99,96,8.01,overcast clouds
614,Acapulco,MX,16.86,-99.89,79.47,81,60,4.29,broken clouds
615,Samarai,PG,-10.62,150.67,78.87,83,89,18.77,light rain
616,Lapua,FI,62.97,23.01,45.0,100,75,3.56,fog
617,Poya,NC,-21.35,165.15,72.88,53,72,7.49,broken clouds
618,Namie,JP,37.48,141.0,69.01,82,100,3.33,light rain
619,Dombas,NO,62.07,9.12,47.05,84,100,9.22,overcast clouds
620,Ulagan,RU,50.63,87.96,36.93,72,100,5.84,overcast clouds
621,Port-Gentil,GA,-0.72,8.78,77.25,76,100,9.98,overcast clouds
622,Tingi,TZ,-11.3,35.03,61.07,60,65,5.93,broken clouds
623,Pangody,RU,65.85,74.49,44.15,93,97,5.37,overcast clouds
624,Kulu,TR,39.1,33.08,55.65,47,0,4.38,clear sky
625,Agasegyhaza,HU,46.84,19.45,55.99,87,90,9.17,overcast clouds
626,Dahegam,IN,23.17,72.82,84.2,89,0,5.82,mist
627,Along,IN,28.17,94.77,87.48,54,36,0.65,scattered clouds
628,Indianola,US,41.36,-93.56,55.0,50,11,7.14,few clouds
629,Skovorodino,RU,53.98,123.92,53.82,56,4,7.14,clear sky
630,Sibolga,ID,1.74,98.78,84.33,69,87,5.53,overcast clouds
631,Papetoai,PF,-17.5,-149.87,84.2,62,20,8.05,few clouds
632,Lucapa,AO,-8.42,20.74,66.13,97,73,2.62,broken clouds
633,Laguna,US,38.42,-121.42,84.0,39,1,8.05,smoke
634,Praya,CV,14.92,-23.51,77.0,88,20,10.29,few clouds
635,Ouahigouya,BF,13.58,-2.42,78.17,78,43,11.16,scattered clouds
636,Teguise,ES,29.06,-13.56,66.52,82,98,13.06,overcast clouds
637,Ouango,CF,4.31,22.56,68.09,96,100,1.86,overcast clouds
638,Sergeyevka,KZ,53.88,67.42,48.4,53,35,2.55,scattered clouds
639,Port Hedland,AU,-20.32,118.57,96.8,23,0,11.41,clear sky
640,Salinopolis,BR,-0.61,-47.36,78.76,82,46,10.87,scattered clouds
641,Lashio,MM,22.93,97.75,81.03,75,91,0.85,overcast clouds
642,Biryusinsk,RU,55.96,97.82,34.77,88,100,5.61,overcast clouds
643,Ryotsu,JP,38.08,138.43,75.2,60,75,6.93,broken clouds
644,Sechura,PE,-5.56,-80.82,63.05,82,2,9.78,clear sky
645,Nuevo Progreso,MX,23.17,-97.95,62.01,61,0,2.26,clear sky
646,Benito Juarez,MX,19.39,-99.17,64.4,45,75,6.93,broken clouds
647,Goderich,CA,43.75,-81.72,55.99,63,100,1.99,light rain
648,Srednekolymsk,RU,67.45,153.68,42.71,57,0,14.74,clear sky
649,Fukue,JP,32.69,128.84,75.2,60,40,12.75,scattered clouds
650,Bull Savanna,JM,17.89,-77.59,76.77,87,100,12.75,overcast clouds
651,Matiri,TZ,-10.75,34.9,59.58,67,68,5.12,broken clouds
652,Esfarayen,IR,37.08,57.51,37.4,40,1,2.24,clear sky
653,Naze,JP,28.37,129.48,84.2,66,20,14.99,few clouds
654,Syamzha,RU,60.02,41.06,45.1,94,92,4.85,overcast clouds
655,Elko,US,41.0,-115.5,69.8,18,1,4.7,clear sky
656,Kalininskaya,RU,45.48,38.66,60.01,86,94,1.01,overcast clouds
657,Barhi,IN,23.9,80.8,80.53,61,28,6.24,scattered clouds
658,Muroto,JP,33.28,134.15,82.4,48,20,8.05,few clouds
659,Kharp,RU,66.8,65.81,45.23,85,37,6.42,scattered clouds
660,Libenge,CD,3.65,18.63,69.01,96,100,1.07,overcast clouds
661,Kawalu,ID,-7.38,108.21,85.57,61,69,5.3,broken clouds
662,Havoysund,NO,71.0,24.66,48.2,93,80,13.87,broken clouds
663,Troitskoye,RU,52.98,84.68,38.52,82,99,8.81,overcast clouds
664,Valparaiso,CL,-33.04,-71.63,44.6,93,98,1.12,overcast clouds
665,Sehithwa,BW,-20.47,22.72,69.94,49,46,2.04,scattered clouds
666,Luxor,EG,25.7,32.64,80.6,26,0,3.13,clear sky
667,Ekhabi,RU,53.51,142.97,53.17,62,57,8.16,broken clouds
668,Hohhot,CN,40.81,111.65,55.4,33,0,11.18,clear sky
669,Doha,QA,25.29,51.53,91.0,70,0,4.7,clear sky
670,Angoche,MZ,-16.23,39.91,74.48,85,7,3.27,clear sky
671,Chapais,CA,49.78,-74.85,48.2,93,90,6.93,light rain
672,Kampot,KH,10.62,104.18,87.8,74,40,11.41,light rain
673,Port Macquarie,AU,-31.43,152.92,78.8,31,3,16.11,clear sky
674,Tete,MZ,-16.16,33.59,75.2,73,17,10.29,few clouds
675,Yerbogachen,RU,61.28,108.01,33.35,85,100,7.2,overcast clouds
676,Mandalgovi,MN,45.76,106.27,34.3,75,88,32.01,overcast clouds
677,Kiknur,RU,57.3,47.2,49.44,89,100,4.85,overcast clouds
678,Okhotsk,RU,59.38,143.3,55.6,51,0,5.12,clear sky
679,Santa Rita,BR,-7.11,-34.98,75.2,88,75,5.82,broken clouds
680,Naica,MX,27.85,-105.48,65.79,39,0,0.83,clear sky
681,Garden City,US,42.33,-83.33,51.8,87,40,9.17,scattered clouds
682,Carlisle,US,40.2,-77.19,57.0,85,10,5.55,clear sky
683,Aubagne,FR,43.29,5.57,59.0,87,0,2.24,clear sky
684,Mamallapuram,IN,12.63,80.17,80.6,78,75,14.99,mist
685,Todos Santos,MX,23.45,-110.22,84.0,79,1,0.58,clear sky
686,Mucuri,BR,-18.09,-39.55,73.65,87,2,9.01,clear sky
687,Dhone,IN,15.42,77.88,74.75,83,100,9.62,heavy intensity rain
688,Ust-Omchug,RU,61.15,149.63,45.84,55,2,6.29,clear sky
689,Boden,SE,65.83,21.69,50.0,100,78,4.7,mist
690,Nelson Bay,AU,-32.72,152.15,77.0,41,40,19.46,scattered clouds
691,Port Bannatyne,GB,55.86,-5.07,46.99,83,83,1.01,broken clouds
692,Bambanglipuro,ID,-7.95,110.28,87.01,55,39,14.45,scattered clouds
693,Pokhvistnevo,RU,53.65,52.13,53.35,80,48,3.42,scattered clouds
694,Hamilton,US,39.18,-84.53,61.0,44,20,13.87,few clouds
695,Havre-Saint-Pierre,CA,50.23,-63.6,50.0,81,40,18.34,scattered clouds
696,Siderno,IT,38.28,16.3,69.01,72,20,3.36,few clouds
697,Sarahan,IN,31.52,77.8,67.89,24,0,2.15,clear sky
698,Zonguldak,TR,41.25,31.83,52.83,89,55,2.98,broken clouds
699,Taoudenni,ML,22.68,-3.98,91.35,11,0,6.31,clear sky
700,Boa Vista,BR,2.82,-60.67,82.4,65,47,1.12,scattered clouds
701,Carahue,CL,-38.7,-73.17,37.4,100,5,2.24,clear sky
702,Fengcheng,CN,40.45,124.07,65.3,65,100,6.78,overcast clouds
703,La Arena,PE,-5.35,-80.71,63.95,79,3,8.12,clear sky
704,Miri,MY,4.41,114.01,87.8,70,40,8.05,scattered clouds
705,Ilam,NP,26.92,87.92,76.51,73,37,3.65,scattered clouds
706,Egvekinot,RU,66.32,-179.17,33.94,90,99,2.28,overcast clouds
707,Manoharpur,IN,27.3,75.95,84.2,54,0,4.7,haze
708,Victor Harbor,AU,-35.57,138.62,64.0,59,29,4.0,scattered clouds
709,Merauke,ID,-8.47,140.33,84.42,58,56,18.57,broken clouds
